fein,employer_name,lca_count,certified_count,worksite_cities
35-0257090,Cummins Inc.,1,1,CHICAGO
34-2015463,Mercer Health & Benefits LLC,1,1,Chicago
34-1992898,IPOX Schuster LLC,1,1,Chicago
34-1982378,Keshav Consulting Solutions LLC,1,1,Chicago
34-1953397,"Harbor Capital Advisors, Inc.",1,1,Chicago
34-1817368,Brown Gibbons Lang & Company LLC,1,1,Chicago
34-1729033,Onix Networking Corp.,1,1,Chicago
34-1678801,National Safety Apparel LLC,1,1,Chicago
34-1404302,National Youth Advocate Program Inc.,1,1,MATTESON
34-1189774,"GRL Engineers, Inc",1,1,Lincolnwood
34-0451060,Parker Hannifin Corporation,1,1,Elgin
33-4089143,Serenity Psychiatry PLLC,1,1,Chicago
33-4020869,SiCera LLC,1,1,Chicago
33-4006806,Clic Haus Co.,1,1,Chicago
33-4005301,LEX VERITAS LLC,1,1,CHICAGO
33-3691075,Thrive Dental P.C.,1,1,Skokie
33-3646467,Aerion Capital LLC,1,1,Wilmette
33-2901587,"Hexios, Inc.",1,1,Chicago
33-2474686,Resonate Technologies LLC,1,0,Chicago
33-2455333,"TECHQUEST SOLUTIONS, LLC.",1,1,Chicago
33-1984810,KITCHENCREST CABINETS WISCONSIN LLC,1,1,Melrose Park
33-1821957,Slesha IT Solutions Inc,1,1,CHICAGO
33-1804063,COREAA LLC,1,1,Chicago
33-1218972,CRRC Sifang America Incorporated,1,1,Chicago
33-0855472,"The Fountain Group, LLC",1,1,NORTH CHICAGO
33-0848300,"AccentCare, Inc.",1,1,Rosemont
33-0846191,"Collectors Universe, Inc.",1,1,Chicago
33-0843318,"Yodlee, Inc.",1,1,Chicago
33-0799296,RJT Compuquest Inc. dba Apolis,1,1,Chicago
33-0796737,Experian Services Corporation,1,1,Chicago
33-0762869,"CALIFORNIA CREATIVE SOLUTIONS, INC.",1,1,Chicago
33-0740312,Birlasoft Computer Corporation,1,1,Mundelein
33-0022692,"ICU Medical, Inc.",1,1,Des Plaines
32-0674510,3Keys Inc,1,1,Rolling Meadows
32-0661321,JKC IT Solutions Inc,1,1,Chicago
32-0587766,HUNGRYPANDA US INC.,1,1,Chicago
32-0474201,CA Consulting LLC,1,1,Chicago
32-0467158,Radian Electric LLC,1,1,Buffalo Grove
32-0394877,Alter Domus Inc.,1,1,Chicago
32-0375147,AbbVie Inc.,1,1,Hanover Park
32-0368502,"Strata Decision Technology, LLC",1,1,Chicago
32-0278281,"Accel Construction Services Group, LLC",1,1,Chicago
32-0155315,Prabhav Services Inc.,1,1,Arlington Heights
32-0066582,"NOMIS ENTERPRISES, INC",1,1,Chicago
32-0045032,"R.G.U.S., INC.",1,1,NORTHBROOK
31-6025986,The Ohio State University,1,1,Chicago
31-1786871,Inteliquent Inc.,1,1,Palatine
31-1688884,"ERP Analysts, Inc.",1,1,Arlington Heights
31-1268981,DLZ Corporation,1,1,Chicago
31-0966785,The Huntington National Bank,1,1,Chicago
30-1332464,Vivace Pact Technologies Inc,1,1,Chicago
30-1212189,"Doral Renewables, LLC",1,1,Chicago
30-1211139,"ULSE, Inc.",1,1,Evanston
30-0889788,JOYALUKKAS JEWELRY ILLINOIS INC.,1,1,CHICAGO
30-0725984,VISUAL TECHNOLOGIES LLC,1,1,CHICAGO
30-0588666,"Cetera Financial Group, Inc.",1,1,Schaumburg
30-0484922,"WorldQuant, LLC",1,1,Chicago
30-0460719,IDEAL SOURCE INC,1,1,Chicago
30-0409219,HDI Global Insurance Company,1,1,Chicago
30-0226524,Quadrant Technologies LLC,1,1,Chicago
30-0211955,"NGA GROUP, INC.",1,1,CHICAGO
30-0110335,"Ivanti, Inc.",1,1,Mount Prospect
30-0069475,"1st Bank Card Services, Inc",1,1,Schaumburg
27-5414262,"Behind the Scenes Chicago LLC,",1,1,Chicago
27-5304785,"South Loop Montessori, Inc.",1,1,Chicago
27-5300086,"National Retrofitting Group, LLC",1,1,Niles
27-5159928,Rana Meal Solutions LLC,1,1,Bartlett
27-5104762,"Hope Charities, Inc",1,1,Olympia Fields
27-5089880,CHUANGYI METALS CORP.,1,1,Chicago
27-5088829,SPRUCE INFOTECH INC.,1,1,CHICAGO
27-5036497,Polar IT Servcies Inc,1,1,Chicago
27-5022268,"PREMIER THERAPY, LLC",1,1,BURR RIDGE
27-5010215,Lamark Media Group LLC,1,1,Chicago
27-4791849,Carlisle Architectural Metals LLC,1,1,"Elk Grove Village,"
27-4746158,"Mettle Solutions, LLC",1,1,Chicago
27-4596715,"meteocontrol North America, Inc.",1,1,Schaumburg
27-4510211,Trionfo Solutions LLC,1,1,Itasca
27-4283994,"RTM Engineering Consultants, LLC",1,1,Chicago
27-4259966,Altus Academy,1,1,Chicago
27-4131205,PIONEER CONSULTING SERVICES LLC,1,1,Chicago
27-4002685,"Weber-Stephen Products, LLC",1,1,Palatine
27-3844563,"IDOL SOFT, INC.",1,1,BROOKFIELD
27-3779826,Walkwater Technologies Inc,1,1,Des Plaines
27-3699419,"Amberleaf Cabinetry, Inc.",1,1,Chicago
27-3635750,DEMETER MILLWORK LLC,1,1,CHICAGO
27-3615075,"The Harbor Picture Company, Inc.",1,1,Chicago
27-3549638,"BELL INFO SOLUTIONS, LLC.",1,1,SCHAUMBURG
27-3504799,"Ayalytical Instruments, Inc",1,1,Chicago
27-3455385,"SHOOLIN, INC.",1,1,CHICAGO
27-3455013,Bukhari Group Inc,1,1,Chicago
27-3425282,PRECISION TECHNOLOGIES CORP.,1,1,PROSPECT HEIGHTS
27-3307012,TZG Accounting LLC,1,1,Chicago
27-3146174,"Morton Salt, Inc.",1,1,Chicago
27-3033003,HRK Solutions LLC,1,1,Chicago
27-2950164,Mid-West Mfg. LLC,1,1,Chicago Heights
27-2927210,EVERYWHERE WIRELESS LLC,1,1,CHICAGO
27-2856689,"Cell Biologics, Inc",1,1,Chicago
27-2833711,"The Garage Group, Inc.",1,1,Chicago
27-2404165,"Sprout Social, Inc.",1,1,Chicago
27-2245888,"HealthTap, Inc.",1,1,Chicago
27-2147843,"Argon Medical Devices, Inc.",1,1,Wheeling
27-2096434,Apps Solutions Inc,1,1,Northbrook
27-2046365,"Alacrity ITS, Inc.",1,1,Prospect Heights
27-2031099,UL VERIFICATION SERVICES INC.,1,1,Northbrook
27-1833237,"Lark Technologies, Inc.",1,1,Chicago
27-1797837,Endpoint Clinical L.P.,1,1,Des Plaines
27-1560688,"RiverNorth Capital Management, LLC",1,1,Chicago
27-1510177,Gainwell Technologies LLC,1,1,Chicago
27-1496374,"Troax, Inc.",1,1,Blue Island
27-1451273,"Berkeley Research Group, LLC",1,1,Chicago
27-1423396,"Pranajaya, Inc.",1,1,CHICAGO
27-1175614,Ovative Group LLC,1,1,Chicago
27-1074973,Ark Infotech LLC,1,1,Wheeling
27-1054892,IT KeySource Inc.,1,1,Chicago
27-0989767,"Nutanix, Inc.",1,1,Chicago
27-0887711,"Sam's Beauty, Inc.",1,1,Mount Prospect
27-0865008,"MGLM Architects, Ltd.",1,1,Chicago
27-0836130,LORHAN CORPORATION INC.,1,1,ROSEMONT
27-0652755,"Elementum Advisors, LLC",1,1,Chicago
27-0627409,"SunVest Solar, LLC",1,1,Chicago
27-0600609,"DSM-H, LLC",1,1,Chicago
27-0425334,"PY DATA SOLUTIONS, INC",1,1,DesPlaines
27-0390305,"Valorem Reply, LLC",1,1,Chicago
27-0288482,"Shopkick, Inc.",1,1,Hoffman Estates
26-4818999,"Carbon Visual Effects, LLC",1,1,Chicago
26-4797258,Kettle Solutions LLC,1,1,Chicago
26-4787307,Wave Solutions Inc.,1,1,Schaumburg
26-4757075,"Kinesso, LLC",1,1,Chicago
26-4694196,"Recurrent Energy Development Holdings, LLC",1,1,Chicago
26-4324106,AlphaSense Inc.,1,1,Chicago
26-4292215,HSK Technologies Inc,1,1,Chicago
26-4288641,The Bennu Group Inc.,1,1,South Holland
26-4228653,"Hearthside Food Solutions, LLC",1,1,Des Plaines
26-4032844,"Leapfrog Product Development, LLC",1,1,Chicago
26-4029427,Accordion Partners LLC,1,1,Chicago
26-3954988,"Curriculum Associates, LLC.",1,1,Schaumburg
26-3830769,"Vestian Group, Inc.",1,1,Chicago
26-3694085,"ALTAIR PRODUCTDESIGN, INC.",1,1,Chicago
26-3523554,Global Visse Inc,1,1,Chicago
26-3513949,Fluent360 LLC,1,1,Chicago
26-3505687,"Instructure, Inc.",1,1,Chicago
26-3451307,Access Online Inc.,1,1,Wheeling
26-3383013,CONNVERTEX TECHNOLOGIES INC,1,1,CHICAGO
26-3374864,Exzac,1,1,Chicago
26-3189776,"Origami Capital Partners, LLC",1,1,Chicago
26-3185663,"Montessori Foundations of Chicago, Inc.",1,1,Chicago
26-3078734,VSION TECHNOLOGIES INC,1,1,Chicago
26-3048093,Nationwide Property & Appraisal Services LLC,1,1,Chicago
26-2991678,Garza Karhoff Engineering LLC,1,1,Chicago
26-2740965,"Nestl̩ Nutrition R&D Centers, Inc.",1,1,Chicago
26-2727972,"TAS Powered Energy, Inc.",1,1,Schaumburg
26-2701048,NextRow Inc.,1,1,Chicago
26-2574840,"Twilio, Inc.",1,1,Chicago
26-2543435,ONLY IT CONSULTING LLC,1,1,HOFFMAN ESTATES
26-2503535,MAS Chicago NFP,1,0,Palos Park
26-2503530,MAS Chicago NFP,1,1,Palos Park
26-2458212,Prevail Health Solutions LLC,1,1,Chicago
26-2437558,"CMIC, INC.",1,1,Hoffman Estates
26-2321996,Mikan & Associates LLC,1,1,Lincolnshire
26-2311244,MUKHIJI INC,1,1,EAST DUNDEE
26-2308673,Searce Inc.,1,1,Chicago
26-2205032,Service Oriented Solutions LLC,1,1,Chicago
26-2192319,A1 Kaiser Inc,1,1,Chicago
26-2121790,"Studio ARQ, LLC",1,1,Chicago
26-2033804,"Piazza Italia, LLC",1,1,Northbrook
26-1919051,"Alyeska Investment Group, L.P.",1,1,Chicago
26-1889502,GAVS Technologies NA Inc,1,1,Chicago
26-1862764,Sainar Solutions Inc,1,1,Chicago
26-1829433,Inyxa LLC,1,1,Arlington Heights
26-1691946,Vastika Inc,1,1,Chicago
26-1632141,"German School Chicago, NFP",1,1,Chicago
26-1463205,"MONGODB, INC.",1,1,Chicago
26-1436017,"NARTAL SYSTEMS, INC.",1,1,SCHAUMBURG
26-1429475,Tradeweb Markets LLC,1,1,Chicago
26-1391405,INSPIRIX TECHNOLOGIES LLC,1,1,Chicago
26-0902725,RECRUITING MINDS INC.,1,1,Streamwood
26-0896043,Divis Solutions Inc,1,1,Chicago
26-0871938,"Hanwha Q Cells America, Inc.",1,1,Chicago
26-0823517,NITYA SOFTWARE SOLUTIONS INC,1,1,Chicago
26-0817311,KYI Enterprises Inc,1,1,Morton Grove
26-0734853,SCHRILL TECHNOLOGIES INC,1,1,Chicago
26-0557685,Alvogen Group Inc.,1,1,Arlington Heights
26-0544503,Oberon IT Inc,1,1,Chicago
26-0518877,"REMOTE TIGER, INC.",1,1,Chicago
26-0452115,"MNML, LLC",1,1,Chicago
26-0434499,"Vista Equity Partners Management, LLC",1,1,Chicago
26-0357134,"TECHMINDS GROUP, LLC",1,1,Chicago
26-0331862,"ServiceTitan, Inc.",1,1,Chicago
26-0320547,Coforge Limited,1,1,Evanston
26-0079734,MDC ARCHITECTS P.C.,1,1,STREAMWOOD
26-0028406,ITW Food Equipment Group LLC,1,1,Glenview
25-1795344,"LendingTree, LLC",1,1,Chicago
25-1701361,"PDF Solutions, Inc.",1,1,Deer Park
25-1615902,Westinghouse Air Brake Technologies Corp,1,1,Chicago
25-1390574,"Peak Technical Services, Inc.",1,1,Franklin Park
25-1291977,"Martins Famous Pastry Shoppe, Inc.",1,1,Evanston
25-0965219,American Institutes for Research,1,1,Chicago
25-0598210,American General Life Insurance Company,1,1,Chicago
23-7203666,The J. David Gladstone Institutes,1,1,Chicago
23-7181444,Kenneth Young Center,1,1,Arlington Heights
23-3064919,"TURNBERRY SOLUTIONS, INC.",1,1,Chicago
23-2986151,"SURE TECH SERVICES, INC.",1,1,CHICAGO
23-2920053,"Ness USA, Inc.",1,1,Schaumburg
23-2180878,"Computer Aid, Inc.",1,1,Chicago
23-1554199,TTX Company,1,1,Chicago
23-0664795,"Hill-Rom Manufacturing, Inc.",1,1,Chicago
23-0332575,TE Connectivity Corporation,1,1,Chicago
22-3932852,"IT SOFT USA, Inc.",1,1,Chicago
22-3803887,BECKER SPECIALTY CORP,1,1,Elk Grove Village
22-3789761,Mott MacDonald Group Inc.,1,1,Chicago
22-3722130,"Prescient Healthcare Group, Inc.",1,1,Northbrook
22-3703452,3i INFOTECH INC.,1,1,CHICAGO
22-3641325,"VIRTUSA CONSULTING SERVICES PVT., LTD",1,1,CHICAGO
22-3611068,"DATAFORMIX TECHNOLOGIES,INC",1,1,Des Plaines
22-3587348,"GB Tech, Inc.",1,1,Des Plaines
22-3536104,EPAM Systems Inc.,1,1,Chicago
22-3514823,Ingredion Inc.,1,1,Bedford Park
22-3490566,Softcom Systems Inc,1,1,Chicago
22-3468527,"PGIM Investments, LLC",1,1,Palatine
22-3459176,National Consulting Group Inc,1,1,Chicago
22-3150043,"Macrosoft, Inc.",1,1,Chicago
22-2937469,"Publicis Health, LLC",1,1,Chicago
22-2921566,Visionet Systems Inc.,1,1,Arlington Heights
22-2640650,Honeywell International Inc.,1,1,Des Plaines
22-2581864,"Camin Cargo Control, Inc.",1,1,Chicago
22-2540245,"PGIM, Inc.",1,1,Palatine
22-2112296,"Mathematica, Inc.",1,1,Chicago
20-8996172,"Victory Park Capital Advisors, LLC",1,1,Chicago
20-8980370,Moelis & Company Group LP,1,1,Chicago
20-8976468,Sunmik LLC,1,1,Chicago
20-8940016,"Mars Food US, LLC",1,1,Chicago
20-8782926,Symbotic LLC,1,1,Melrose Park
20-8692101,Convergent Consulting Inc,1,1,Arlington Heights
20-8687603,CORPORATE COMPUTER SOLUTIONS LLC,1,1,Chicago
20-8585167,"Set Forth, Inc",1,1,Schaumburg
20-8536198,"Mican Technologies, Inc.",1,1,Chicago
20-8486545,Cheng Cohen LLC,1,1,Chicago
20-8424874,"Gaea Global Technologies, Inc.",1,1,Chicago
20-8424306,"Amazon Development Center U.S., Inc.",1,1,Chicago
20-8401973,"Attadale Partners, LLC",1,1,Schaumburg
20-8248028,Blackwood Group LLC,1,1,Chicago
20-8236097,"Aramark Management, LLC",1,1,Chicago
20-8156535,"INNOERA, INC.",1,1,Palatine
20-8135307,"Bio-Med Services, Inc",1,1,Chicago
20-8098412,PT Asset Management LLC,1,1,Chicago
20-8059086,Chaucer America Inc,1,1,Chicago
20-8058531,Legal & General Investment Management America Inc.,1,1,Chicago
20-8018832,"Ares Operations, LLC",1,1,Chicago
20-5963953,IMPERIAL BAG & PAPER CO LLC,1,1,Chicago
20-5917628,"ORASYS, LLC",1,1,Chicago
20-5901036,"Midwest Foods Manufacturing, Inc.",1,1,Franklin Park
20-5781539,Millennium Bank,1,1,Des Plaines
20-5726509,Wise Equation Solutions Inc,1,1,Wheeling
20-5708563,"Promus Holdings, LLC",1,1,Chicago
20-5658928,"JUMP OPERATIONS, LLC",1,1,Chicago
20-5522946,"Sagent Pharmaceuticals, Inc.",1,1,Schaumburg
20-5511045,"Applied Systems, Inc.",1,1,Chicago
20-5469677,"VYZER SOLUTIONS, INC",1,1,PALATINE
20-5352448,COMMITPOINT INC,1,1,Chicago
20-5269871,"TMP Worldwide Advertising & Communications, LLC",1,1,Chicago
20-5154355,"BURO HAPPOLD CONSULTING ENGINEERS, INC.",1,1,Chicago
20-4957749,Flavia Lamberghini P.C.,1,1,Chicago
20-4931794,Infomatics Corp,1,1,Chicago
20-4924762,"Starr Insurance Holdings, Inc.",1,1,Chicago
20-4897231,Climate LLC,1,1,Chicago
20-4615723,Morrissey Goodale LLC,1,1,Chicago
20-4574061,"HOLISTIC HEALTH PARTNERS, INC.",1,1,DES PLAINES
20-4564115,"Price for Profit, LLC",1,1,Chicago
20-4510863,Verism Systems Inc.,1,1,Chicago
20-4473811,Brookfield Asset Management LLC,1,1,Chicago
20-4429448,"Coupa Software, Inc.",1,1,Chicago
20-4328582,Evoke Technologies,1,1,Rosemont
20-4269033,Fusion Global Solutions LLC,1,1,Chicago
20-4249751,tekAssembly Corporation,1,1,Chicago
20-4197274,AQL Technologies Inc,1,1,Park Ridge
20-4140815,Citywide Real Estate Inc,1,1,Chicago
20-4074984,"Lakha Enterprises, Inc.",1,1,Chicago
20-3855926,"SageSure Insurance Managers, LLC",1,1,Chicago
20-3801131,"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC.",1,1,Chicago
20-3798025,Skender Group LLC,1,1,Chicago
20-3477265,"SP Teks, Inc.",1,1,Schaumburg
20-3469219,"Infor (US), LLC",1,1,Chicago
20-3465044,Vigilant Technologies LLC,1,1,Chicago
20-3233972,Cogent Integrated Business Solutions Inc,1,1,Chicago
20-3185224,KMA Zuckert LLP,1,1,Chicago
20-3157651,"Mantis Innovation, LLC",1,1,Schaumburg
20-3034990,Chicago Hotel Management Services Company LLC,1,1,Chicago
20-2927600,US Law Group LLC,1,1,Deerfield
20-2850866,"AVEnterprise, Inc",1,1,Schaumburg
20-2822215,Real World Technologies Inc,1,1,Chicago
20-2779385,CPG International LLC,1,1,Chicago
20-2714444,"Box, Inc.",1,1,Chicago
20-2670270,"Ocean Blue Express, Inc.",1,1,Mount Prospect
20-2632791,"HubSpot, Inc.",1,1,Chicago
20-2497734,Dyson Technology Inc.,1,1,Chicago
20-2419519,Taos Global Group Inc.,1,1,Chicago
20-2199788,Becknell Services LLC,1,1,La Grange
20-2142932,"Bright Power, Inc.",1,1,Chicago
20-2119936,"K-Source, Inc.",1,1,Hoffman Estates
20-2092663,"PT Solutions Holdings, LLC",1,1,Evanston
20-2079434,"Magnetar Capital, LLC",1,1,Evanston
20-1996855,AML Rightsource LLC,1,1,Chicago
20-1957211,"Wes-Tech Automation Solutions, LLC",1,1,Buffalo Grove
20-1870760,Bailey Edward Design Inc,1,1,Chicago
20-1797811,"ABNA OF ILLINOIS, INC.",1,1,BURR RIDGE
20-1790541,Monroe Capital LLC,1,1,Chicago
20-1788303,"Info Services, LLC",1,1,Chicago
20-1672302,Amensys Inc,1,1,Chicago
20-1572116,Tenpearls LLC,1,1,Chicago
20-1417717,"MaxMark, Inc.",1,1,Chicago
20-1391168,"Live Oak, P.C.",1,1,Chicago
20-1299595,"Reveille Technologies, Inc",1,1,Chicago
20-1277148,Ares Capital Management LLC,1,1,Chicago
20-1254193,"Talented IT, Inc.",1,1,Chicago
20-1177241,"HSBC Bank USA, N.A",1,1,Chicago
20-1157630,"Alvarez & Marsal Tax, LLC",1,1,Chicago
20-1105490,CONCH TECHNOLOGIES INC,1,1,Chicago
20-1027574,"Frontage Laboratories, Inc.",1,1,Chicago
20-0901797,Studio Dental LLC,1,1,Chicago
20-0753999,"THOUGHT BYTE, INC.",1,1,CHICAGO
20-0619466,"ATI Holdings, LLC",1,1,Chicago
20-0509196,"Market Track, LLC",1,1,Chicago
20-0469279,"dunnhumby, Inc.",1,1,Chicago
20-0458656,HGS Digital LLC,1,1,Chicago
20-0427544,"Yoh, A Day & Zimmermann Company",1,1,Chicago
20-0388168,"Mejenta Systems, Inc",1,1,Chicago
20-0372336,"WINDYCITY TECHNOLOGIES INC.,",1,1,Chicago
20-0329221,Kellogg Business Services Company LLC,1,1,Chicago
20-0306879,SAGE IT INC,1,1,Chicago
20-0293881,"Project: VISION, Inc.",1,1,Chicago
20-0253005,The Hanover Research Council LLC,1,1,Chicago
20-0108244,"Speridian Technologies, LLC",1,1,Chicago
20-0104555,Thoughtwave Software and Solutions Inc,1,1,Chicago
20-0037122,"SmartWorks, LLC",1,1,Westchester
16-1668625,"Wellspring Worldwide, Inc.",1,1,Chicago
16-1661155,"Prolific Technologies, Inc",1,1,Chicago
16-1385584,New York Air Brake LLC,1,1,Elk Grove Village
16-1171179,SP Plus Corporation,1,1,Chicago
16-0698950,"Cannon Design, Inc.",1,1,Chicago
16-0505790,Phillips Lytle LLP,1,1,Chicago
14-1911674,Jo Chicago LLC,1,1,Chicago
13-5591991,"U.S. Soccer Federation, Inc.",1,1,Chicago
13-5536844,Willkie Farr & Gallagher LLP,1,1,Chicago
13-4287640,"Houseal Lavigne Associates, LLC",1,1,Chicago
13-4204626,"MOLINA HEALTHCARE, INC.",1,1,ARLINGTON HEIGHTS
13-4165920,"Omnicom Media Group Holdings, Inc.",1,1,Chicago
13-4149850,"EVALUESERVE, INC",1,1,Chicago
13-4117314,"TransUnion Interactive, Inc.",1,1,Chicago
13-4094079,"APPLIED PREDICTIVE TECHNOLOGIES, INC.",1,1,Chicago
13-4029115,NFP Corp,1,1,Chicago
13-3976021,"Richelieu Foods, Inc.",1,1,Wheeling
13-3900116,PHD MEDIA LLC,1,1,Chicago
13-3862191,"Finsoft Consultants, Inc.",1,1,Chicago
13-3757370,Laboratory Corporation of America Holdings,1,1,Chicago
13-3698905,"Rewards Network Establishment Services, Inc.",1,1,Chicago
13-3696170,"CBS Interactive, Inc.",1,1,Chicago
13-3686771,"TransPerfect Translations International, Inc.",1,1,Chicago
13-3668779,"ICE DATA SERVICES, INC.",1,1,Chicago
13-3640063,"Newmark & Company Real Estate, Inc.",1,1,Chicago
13-3622704,WSP USA Solutions Inc.,1,1,Chicago
13-3591013,"MITCHELL/MARTIN, INC.",1,1,Chicago
13-3559471,National General Management Corp,1,1,Chicago
13-3086681,"Deloitte Touche Tohmatsu Services, LLC",1,1,Chicago
13-3069874,"Munich Re America Services, Inc.",1,1,Schaumburg
13-2951153,"Samsung Electronics America, Inc.",1,1,Chicago
13-2761364,Swiss Re America Holding Corporation,1,1,Schaumburg
13-2745892,VERIZON BUSINESS NETWORK SERVICES LLC,1,1,Rolling Meadows
13-2695416,"Zimmer, Inc.",1,1,Palatine
13-2638166,UBS Financial Services Inc.,1,1,Chicago
13-2635593,CEVA Air & Ocean USA Inc.,1,1,Des Plaines
13-2622036,Ralph Lauren Corporation,1,1,Chicago
13-2581196,Jim Beam Brands Co.,1,1,Chicago
13-2571986,Kuehne and Nagel Inc.,1,1,Chicago
13-1975125,The Segal Company (Midwest). Inc.,1,1,Chicago
13-1958712,"Elsevier, Inc.",1,1,Chicago
13-1624203,Teachers Insurance and Annuity Association of America,1,1,Chicago
13-1584302,"PEPSICO, INC.",1,1,Chicago
13-0794380,"Graybar Electric Company, Inc.",1,1,Evanston
13-0668365,"Intertek Testing Services NA, Inc.",1,1,Arlington Heights
11-3809478,"Vintage Healthcare Services, Inc",1,1,Olympia Fields
11-3745786,"Trustwave Holdings, Inc.",1,1,Chicago
11-2908781,Clever Devices Ltd.,1,1,Chicago
06-1840319,Machinery Marketing International,1,1,Chicago
06-1826564,"Wieland North America, Inc.",1,1,Wheeling
06-1622971,"The Wellspring Group, Inc",1,1,Schaumburg
06-1555755,IQ Systems INC.,1,1,Chicago
06-1423207,Aetna Resources LLC,1,1,Chicago
06-1244599,TRUMPF Inc.,1,1,Hoffman Estates
06-1218089,"Landauer, Inc.",1,1,Glenwood
06-0548860,Stanley Black & Decker Inc.,1,1,Chicago
05-0577360,ABEAM CONSULTING (USA) LTD.,1,1,Rosemont
05-0495530,Gilbane Building Company,1,1,Chicago
04-3834872,Dematic Corp.,1,1,Chicago
04-3708063,ROYAL CYBER INC,1,1,CHICAGO
04-3690296,Conexus Food Solutions LLC,1,1,Chicago
04-3664276,"Teleworld Solutions, Inc.",1,1,Glenview
04-3481431,"NuWave Technologies, Inc.",1,1,Chicago
04-3454702,"National Medical Care, Inc., a Fresenius Medical Care N.A. company",1,1,Northbrook
04-3432319,"Akamai Technologies, Inc.",1,1,Chicago
04-3360747,BJ's Wholesale Club,1,1,Schaumburg
04-3304963,"Vaughan Nelson Investment Management, L.P.",1,1,Chicago
04-3276558,Harris Associates LP,1,1,Chicago
04-3259154,National Cable Communications LLC,1,1,Chicago
04-3130648,Sapient Corporation,1,1,Chicago
04-2680009,EMC Corporation,1,1,Evanston
04-2495946,"STMICROELECTRONICS,INC",1,1,Schaumburg
04-2473650,CDM Smith Inc.,1,1,Chicago
04-2468348,"GEI Consultants, Inc",1,1,Chicago
04-2256923,Simpson Gumpertz & Heger Inc.,1,1,Chicago
04-2033129,Fidelity Management & Research Company LLC d/b/a Fidelity Investments,1,1,Chicago
04-1250160,DOBLE ENGINEERING COMPANY,1,1,Schaumburg
03-0433977,"Mariner Finance, LLC",1,1,Chicago
02-0746484,"Apex Medical Research d/b/a AMR, Inc.",1,1,Chicago
02-0698101,R1 RCM Holdco Inc.,1,1,Chicago
02-0478229,Exact Sciences Corporation,1,1,Chicago
01-0572379,Conifer Research LLC,1,1,Chicago
01-0551791,"Wood Group USA, Inc.",1,1,Chicago
01-0137770,"TD Bank, National Association",1,1,Des Plaines
